,Date,Open,High,Low,Close,average H/L,daily fluc
1,2022-04-29,44.9900016784668,45.36000061035156,43.5,43.59000015258789,44.43000030517578,-4.256007654877791
20,2022-04-01,49.83000183105469,49.900001525878906,47.33000183105469,48.11000061035156,48.6150016784668,-3.5129437372829253
32,2022-03-16,45.29999923706055,46.630001068115234,45.27000045776367,46.630001068115234,45.95000076293945,3.2932452118411115
45,2022-02-25,46.93000030517578,47.790000915527344,46.25,47.709999084472656,47.02000045776367,4.003537770923349
49,2022-02-18,46.189998626708984,46.209999084472656,44.5099983215332,45.040000915527344,45.35999870300293,-5.144293198495243
64,2022-01-28,47.34930663152339,47.83560384738807,45.94996652658415,47.36915588378906,46.89278518698611,-3.413738306191949
65,2022-01-27,49.602146395427916,49.68154340567645,47.41877782974478,47.686737060546875,48.55016061771062,-5.441190704199384
80,2022-01-05,53.78031851224497,55.7453491218432,53.42304331711084,53.462738037109375,54.58419621947702,3.1991722624738816
100,2021-12-07,54.24676501138875,54.58419473024641,51.815286488960766,52.17256546020508,53.19974060960359,6.793499378178636
131,2021-10-22,49.663677020425745,49.82137062712233,48.431694543198624,48.7470817565918,49.126532585160476,-10.108212476592914
195,2021-07-23,53.44597345974212,53.57326971336854,51.23292820251004,51.898799896240234,52.40309895793929,-4.624853549631791
258,2021-04-23,57.57619267941571,58.393704693629395,56.349926514381075,57.654052734375,57.371815604005235,-6.569462166756901
278,2021-03-25,60.00926394645591,60.76838092246258,59.34746832696278,60.35962677001953,60.05792462471268,-4.643443246078139
317,2021-01-28,53.00147350098626,55.52627503184191,52.91441125198527,54.239688873291016,54.22034314191359,3.652331218929894
320,2021-01-25,54.53956659674222,54.655648356463374,52.29529956121276,53.6302490234375,53.475473958838066,-4.910994685365955
321,2021-01-22,56.928942354364835,57.67380748281746,54.800760490412316,54.81043243408203,56.237283986614884,-4.829337120651022
322,2021-01-21,57.11274236312769,61.86246377132118,56.31951013782089,60.42110061645508,59.09098695457104,4.142876338227297
327,2021-01-13,57.55772413891499,58.283241670077786,55.04259817361984,55.090965270996094,56.66291992184881,11.137467843581316
342,2020-12-21,44.80796164602271,44.93371904914075,43.76321833830349,44.846656799316406,44.34846869372212,-6.237854695004497
343,2020-12-18,48.91922741826494,49.025637244375474,45.57217416333621,45.91074752807617,47.29890570385584,-3.693115655044643
356,2020-12-01,47.1586394462316,48.5903269291631,47.1199442923265,47.94219970703125,47.855135610744796,3.3100140853602023
382,2020-10-23,46.43395524379115,46.741273795526936,45.771300303522,46.28990173339844,46.25628704952447,-10.215306276562309
446,2020-07-24,49.74552458896091,49.77414021637198,47.21770652166947,48.257450103759766,48.49592336902073,-16.46401705645715
476,2020-06-11,60.16203287797479,60.38142783736745,56.775713362353336,56.94741439819336,58.57857059986039,-3.321785580194392
493,2020-05-18,56.98557112673874,57.50067059665852,56.62309075702153,57.15726852416992,57.061880676840026,3.737090134773524
504,2020-05-01,55.80231045434824,56.26709053364446,54.36053695791931,54.51230239868164,55.313813745781886,-3.8420445687997518
511,2020-04-22,55.271136959494164,57.38636965471086,54.834811711521,57.006954193115234,56.11059068311593,3.300448906292197
512,2020-04-21,55.11937080058484,55.58415093586152,53.05156415965758,53.459434509277344,54.31785754775955,-3.6996452633282773
517,2020-04-14,56.95004103970006,57.7657817010401,56.44731504005225,57.53813171386719,57.10654837054618,4.395698187411634
521,2020-04-07,56.8551924415432,58.325424737367804,55.214227157072884,55.39445114135742,56.76982594722034,4.186623678813062
522,2020-04-06,53.715538852160165,55.74540320303657,53.23178396876503,55.42290115356445,54.4885935859008,6.517717339786344
529,2020-03-26,49.077200840573994,53.07053218778356,49.00131630630815,52.68163299560547,51.035924247045855,3.770488226226365
531,2020-03-24,50.40515337102615,51.82795598534586,48.707274716194846,49.70323944091797,50.267615350770356,9.948139874118024
537,2020-03-16,45.06489734452051,49.560954945013975,41.38458406100997,42.31414794921875,45.472769503011975,-6.6770419215061105
538,2020-03-13,45.77629496975412,52.16942210735846,45.283059981271556,51.62875747680664,48.726241044315,7.626236015107679
539,2020-03-12,45.52019272734463,47.51211462619328,43.03502861400183,43.19628143310547,45.273571620097556,-8.694415446659576
542,2020-03-09,49.247933835980106,49.99727732963078,47.426748432973326,48.233001708984375,48.71201288130206,-7.091813663085988
543,2020-03-06,52.340159757083995,53.127441897967486,51.73309795727655,52.89979553222656,52.43026992762202,-4.094732223912889
548,2020-02-28,51.50545240388566,53.47840704135577,50.841477146338065,52.66266632080078,52.15994209384692,-3.7879385509605457
549,2020-02-27,54.948632869156285,55.4987812878991,52.92825230492008,52.95671081542969,54.21351679640959,-4.813062466731499
552,2020-02-24,58.439238195981844,59.53953858096234,58.164162195143305,58.58151626586914,58.851850388052824,-4.0219631800860185
572,2020-01-24,62.83453592789383,65.40190884677149,62.73070781710952,64.62792205810547,64.0663083319405,7.29529122398338
633,2019-10-25,50.86924954106393,53.14095442970567,50.61579464144686,53.000144958496094,51.87837453557627,6.42209002041354
650,2019-10-02,47.22702024105291,47.283341168041105,45.9785205057855,46.36339569091797,46.6309308369133,-3.233663073751547
669,2019-09-05,46.87030741225328,48.034318642178924,46.81398290205664,47.02988815307617,47.424150772117784,4.715506549690174
691,2019-08-05,44.532606690490134,44.71909236106782,43.42302246377625,43.79599380493164,44.071057412422036,-3.402827615534121
692,2019-08-02,45.77273594001315,46.02449107585517,45.22260513730324,45.39044189453125,45.62354810657921,-3.453045192359272
751,2019-05-09,44.66315270644746,45.02679783672744,42.93816456238382,43.46964645385742,43.98248119955563,-5.527753509308653
760,2019-04-26,48.87675581349262,49.201116629008034,47.74612062466562,48.58946228027344,48.473618626836824,-9.514752098516677
766,2019-04-17,54.159222881997415,55.22498589394669,53.862663415854044,54.27043533325195,54.54382465490036,3.672721948798574
823,2019-01-25,43.144719018205464,43.67884958055163,42.13171738251439,43.31969451904297,42.905283481533004,-5.535281261653557
